Airline,Reviews,Title
Korean Air,"My family and I had a flight from Cebu to Dallas via Seoul on March 4, 2020 but due to the Corona Virus, we had to cancel. The customer service rep said they were going to charge us 300 USD for cancelling.  I need more clarification about the refund process but I can't seem to connect to their US hotline. Sad. I love Korean Air. I always have a good experience with them but this really disappoints me.",300 USD for cancelling
Korean Air,"Kuala Lumpur to Atlanta via Seoul. On-time flight and friendly crew. All of our bags arrived safely at destination. We travelled with our 1 year old son, and with him in a carseat for the long-haul flight between KL and Seoul. The flight attendants wanted to see the airplane sticker on the seat but let us travel with it. We were in the cheap seats in the 3rd-to-last row in the back of the 747-8, in the middle. This airplane experiences a lot of yaw (side-to-side movement) during flight, so if you easily get airsick, I would not recommend sitting way in the back. There was not a ton of legroom but enough to not be uncomfortable. My butt got sore after a few hours in the seat, it is not well cushioned. You are provided with a pillow, blanket, and small amenity kit (cheap slippers and toothbrush). They provided us with 3 meals - a dinner, snack, and breakfast. The food was passable: they had chicken & rice, beef & rice, or beef & noodles on our flight. It came with a roll, dried pineapple and juice. They offer special meals for infants as well. There was no Wifi offered on this flight, and the inflight entertainment options were very few. There were some Korean movies and Western films but I only saw 2-3 movies I liked, which wasn't enough for a 12 hour flight. I've flown on the A350-900 on Delta on the way to KL, and there is a noticeable difference in the fatigue you feel afterwards. The 747-8 is large and spacious but doesn't pressurize as low as the A350, so you feel a lot more tired. Next time I'd definitely pick a 787 or A350 to go over the puddle.",On-time and friendly crew
Korean Air,"A very full flight, as Korean has cancelled the daily flight on this route due to the virus. The crew did well trying to serve a meal and beverage service in 53 minutes. My only moan is that with Korean certain tickets cannot book seats in advance, I even went to the airport and was told no. With a virus around families need to sit together and not worry about being split up. Due to that attitude, my score reflects that.",certain tickets cannot book seats in advance
Korean Air,"Kuala Lumpur to Ulaanbaatar via Seoul in 2017. The staff was helpful with me from the moment I purchased the ticket at the airport office through cash (couldn't do it online as I did not have a credit card). I flew both legs on wide-body aircraft so seating was spacious and comfy even though there're many passenger. Service on plane was nice, cabin crew was helpful and responsive. Gave me lots of snacks whenever asked, served Extra hot meals. Refreshment and drink was great. I love their ice-cream!  It's a decent experience after all, I had to flight late time and long transit time however can't complain anything with the service! Very happy and I'd love to try another route to Korea or take their Trans - Pacific routes to the US/Canada. My flight was back in Dec 2017. Couldn't choose the time as it can't be backdated more than 1 year.",Service on plane was nice
Korean Air,"Amsterdam to Seoul in business class. The seats are ok and good enough for a 2-2-2 configuration. The food was excellent, especially the Korean food that was served very authentically. English speaking of the cabin crew was not sufficient for an international flight. This should be improved to let the customer better communicate with the crew. Nevertheless cabin crew compensate that by high attention and very short response time. Infotainment was bad, choice of movies was very limited from the point of view of an European.",The food was excellent
Korean Air,"Ho Chi Minh City to Seoul. An excruciating experience with a flight crew that was horrible to me, an atrocious lounge in Seoul, and a plane that looks like it has not been updated. My buttons on this dated aircraft didn't work. Even the divider between seats couldn't work because the button didn't function. The inflight entertainment is the worst I have seen.  You see many flight attendants in the business cabin, as soon as the plane took off, they shut the curtains and I rarely saw them again. Forget about beverage service - one attendant said Korean Air's policy is to inquire about sobriety with every third refill of their thimble-sized glasses. I've never seen such an absurd policy and they enforced this. My food was mediocre at best. The lounges at Incheon look like a mall food court, are totally packed, and seemed outdated.",Korean Air customer review
Korean Air,"Seoul to Hong Kong. I lost my wallet right before boarding just outside the boarding gate but only realized towards the end of the flight. Upon leaving the aircraft, I sought help from crew. They were quick to refer me to the airport website and the airline website before ushering me off. Later confirmed that the airport was in possession of my wallet but needed some assistance or advice retrieving it. I called their customer service hotline which was received by an agent from the ticketing office in Malaysia, who told me that there was nothing they would do. The agent didn't have the knowledge or capacity to be of any assistance, but refused to let me speak to other staff in the airline who might have more of a clue. The airline is fine for getting from point A to B, but do not expect their staff to be of help if you need it. Also, customer support seems to ignores emails or are extremely slow at replying.",lost my wallet before boarding
Korean Air,"Seoul to Tokyo. Unprofessional and disappointing. Check in, boarding, and the beginning of the flight went smooth. The seats was comfortable with plenty of leg space. That was when things went downhill. My friends entertainment system wasn't working, and flight attendants ignore us despite us trying to get their attention. Food was bland and mushy. The head flight attendant was rushing to get food out, as she kept sighing and was rude, especially to the non Koreans. However, things started to go bad at the end of the flight. The plane had already landed and was slowly making its way to the terminal, when a little girl, about 3 years old, suddenly had to use the bathroom. The mum asked one of the flight attendant if her daughter could use the bathroom. The flight attendant went to ask her supervisor (who was the rude head flight attendant), to which she told the mum to tell her daughter to hold it. The daughter was crying, and kept saying how much it hurts (my friend who isn't Korean, but understands the language translated). The mum resorted to using a plastic bag for her daughter to uninate, in the middle of the plane. Of course, the little kid didn't want to, so the mum, desperate, just took her daughter to the bathroom. By this point, it's been 15 minutes since we've landed and was nowhere near the terminal. While I understand the importance of being in your seats while the plane is moving for our safety, certain protocol should be broken if there is a situation that arises. The head flight attendant on this flight, or at least in charge of my section, made me dislike this airline, which is disappointing as I've enjoyed this airline when I flew with them 10 days ago.",made me dislike this airline
Korean Air,"Travelled business in 2014 with Korean/KLM to Europe and good experience. This time we had 3 business class tickets from Sydney to Amsterdam partnering with KLM - who were wonderful - and return Sydney via Rome with Korean. The flight crews were attentive but cold, clinical and lacking the human touch. The lounges at Incheon are a nightmare akin to two MacDonalds in different parts of the airport but overcrowded, full of screaming badly behaved children, and with poor quality food and beverages and lack of seating. The attendants at the lounge desk were like cardboard cutouts unhelpful and arrogant when I asked for shower access. They then insulted me in Korean, not knowing I speak it! I persisted and let them know in Korean that I understood their insult. I was finally pointed to the shower section and had a hurried shower. Finally, during our holiday a family member in Sydney became gravely ill and we attempted to alter our return dates to an earlier date. This was possibly the worst aspect of having to deal with the customer service operatives of this airline. Night after night we rang them and were drip fed information about seats available on given dates waiting for a date where we could get home. At least two of the male operatives were unbelievably rude to my wife when she spoke with them, talking over the top of her and there was no audio delay to justify such rude treatment. They offered us economy seats which my wife could not take as she has a medical condition that requires a sleeper or flat bed for long haul. We didn't get anywhere with them. On 22nd October, there were 3 unallocated business tickets available back to Sydney which would have got us back 5 days earlier but when we asked about these we were told because we'd paid a different fare schedule, we could not have them unless we paid an extra 3000 per ticket in Australian dollars or Euros. We paid approximately AUD 16,500 for the original tickets. We simply couldn't afford this so we were forced to wait for the originally ticketed flight later while we dealt with our anxieties about our sick family member in Sydney. Meantime, these people flew an aircraft from Rome to Sydney with 3 empty business class seats. This may be the corporate world model for aviation now but business still depends on goodwill and Korean Air have lost our goodwill forever. We will never fly them again under any circumstance, whether for work or pleasure. They are disgraceful in their treatment of passengers in need and not worth our custom.",They insulted me in Korean
Korean Air,"Frankfurt to Sydney via Seoul. We were very pleased with Korean Air. We flew from Sydney to Europe return via Seoul. On the way over to London Korean Air put us up at the Grand Hyatt in Seoul overnight. I recommend you ask your travel agent to ask for this option as it was fantastic. On our return trip we used the new transit lounge in Terminal 2 of Incheon airport which had showers, free internet and a 'sleep zone'. The airline experience itself was good. We experienced little turbulence on all flights. The food was good though they could improve their dinners (although the Korean bibimbap option was good - we all had it twice!) Breakfasts were better than good. The cabin crew were great and helpful when we requested additional snacks, water etc, although they served enough water to keep us hydrated. The hot towels before breakfast were also appreciated. My 13 year old son said the inflight entertainment could be improved although we thought it fine. Australians do not often fly Korean Air to Europe but I would recommend you consider it as an option.",very pleased with Korean Air
Korean Air,"I flew out from Brisbane, stopover at Seoul, before continuing to my destination Japan Tokyo. During this 13 hour trip I found this airline to the most disappointing so far in my travels. I have previously flown with Cathay, Thai and Malaysia and they've been pretty good (Cathay being the best in my opinion). This airline was disappointing because they always skimp on the water levels in their cups given out every time. I'm on a plane, that is the last thing that I need - to be even more dehydrated! To those people thinking of flying you are better off buying your own bottle of water before you go. Seats were uncomfortable and at a weird angle. For that reason I highly recommend choosing a different airline for long distance travel. Seats were also quite compact and not spacious. Inflight entertainment was average and on one of the planes its remote control was stuck to the screen with a wire. What I mean by that is that everytime your window seat buddy needed to go to the toilet and needed to pass me in the aisle seat, the wire was in the way making it a clumsy design. Food was very average. Never going to fly Korean Air again.",This airline was disappointing
Korean Air,I was flying Korean Air from Jeju to Gimpo. My parents in law was catching another flight from Jeju to Shanghai with different airline. I got notified my parents in law flight got last minute cancelled due to weather issue.The Korean Air crew helped me to contact the other airline to find out what’s the issue and managed to reach my parents in law. The crew even lets us to cancel the existing flight back to gimpo so we can reunite with my parents in law outside the boarding area. I would like to thank you the Korean Air and the crew for your sincere help. I truly appreciate all their effort so we can settle our parents in law.,appreciate all their effort
Korean Air,"Tel Aviv to Seoul. Have flown this year with KE 3 times now. Our last flight with KE in August was the best. We are a family of 3 (baby 1 year old). Cabin crew was so nice and cared for us throughout the flight. We sat in the 2nd row of economy on one flight. I asked for cabin crew for something to drink which they said they have back in the galley (i told never mind and asked for something else). After finishing providing meals for others the staff came back especially with my drink. Check in was super fast on all flight, boarding on time, seats comfortable (I am a big guy) food was ok, movie selection changed on the 2 flights (so i had full new options to watch on both ways), flights on time.",seats comfortable
Korean Air,"Honolulu to Singapore via Seoul. Delta put me on Korean Air as a codeshare flight. I last flew with Korean Air in 2010, and my impression after flying with them at that time was that it was fantastic, far better than most other airlines. Now, that impression is gone. Leg room was very good, entertainment ok although the range of movies is far more limited than Delta Studio. The crew were unfriendly and even borderline rude towards non-Korean passengers. I repeatedly observed them being very friendly and all smiles towards Korean passengers, however, the treatment towards non-Korean passengers was different. I believe this is because they felt more obliged to be courteous towards their local passengers. The biggest complaint I have though is the food. Food portions were terribly small and mostly tasteless. Halfway through the flight, I ate a sandwich which I purchased at the airport and flight attendant told me I was not allowed to eat outside food. This surprised me as I thought outside food was only not permitted only on budget carriers. Overall, it's still better than a 3-star airline, but there are now airlines out there that are better than Korean Air.",The crew were unfriendly
Korean Air,"Incheon to Bangkok. After flying from Hawaii to Bangkok several times with Korean Air, I can say that there is nothing very impressive about this airline. It's not that anything is especially awful, but it's my impression that the company and its personnel are several rungs below their competitors. They lack the charm, cleverness, efficiency, and poise of other airlines, and are often lax and simply sloppy. On one recent flight, a member of the cabin staff spilled a tray of drinks on me while he was serving them to other passengers; on another recent flight, I was exiting the toilet and a flight attendant was literally running up the aisle and ran straight into me and knocked me out of the way and, without stopping, yelled, oops! and shrugged and carried on running. Their Thai staff are by far their best. Korean Air's catering is unappetizing, the interiors of their aircraft are uncomfortable, and their uniforms look something like pajamas. The entertainment on board is limited, dull and needs improvement fast and, most surprisingly for such a supposedly technologically-advanced country, Korean Air's website and app are clumsy and not at all user friendly. The airlines likes to make choosing a seat as difficult as possible and it's now only possible to do so when signed in as a member of the airline's frequent flier program, despite my preference for earning mileage with one of their codeshare partners. Does Korean Air know what codesharing actually is? Finally, Incheon airport is new, but beyond shopping there's actually not much to do and it's not very much fun. So, in short, nothing awful, but Korean Air is far, far behind ANA, JAL, EVA air, Thai Airways and Singapore Airlines, and can only really compete by being cheap.",nothing very impressive
Korean Air,"Hong Kong to Shenyang via Seoul. Korean Air has recently introduced a ridiculous policy of not allowing online or app-based seat changes (even for Biz class) unless you are a member of their program. Their response is it is a security issue. But it seems they just want to collect even more information than they already have and discourage your use of your other program membership, I am an elite Skyteam member via Delta, and all I want to do is change my seat. this is both pre and during online check-in. Really doesn't make sense. Thousands paid for the ticket and I can't even choose the seat I want. Very disappointing but inline with the overall poor customer service performance I am accustomed to receiving on Korean Air. I am not sure if they truly understand the concept of alliances and the purpose of sticking with an alliance like Skyteam. They really need to consider this poor service with their customers.",overall poor customer service
Korean Air,"Los Angeles to Bangkok via Seoul. Senior ground staff full of attitude. Traveling with pet did not get pre-boarding unlike other airlines have always given my special assistance. Cabin crew are ignorant. I asked for hot water and got refused by a crew member saying that “no, we don’t give hot water here”. I asked for a special meal and only got a meal with no drink. The cart came after and the crew skipped serving a drink to me as I assumed they think that I have gotten everything. Overall experience is bad since on-ground to onboard the aircraft.",experience is bad
Korean Air,"The experience onboard Korean was underwhelming. Flew from DLC-ICN-LAX. The first leg was a quick hour flight onboard a 777 with good entertainment and was served a small lunch consisting of a chicken sandwich, pineapple and a beverage. The second leg was delayed for 1.5 hours after boarding due to technical issues. Leg space and seating on A380 was great, however I found the in-flight entertainment and meals subpar. The movie offerings were limited with a few new releases and between 15-20 old movies. Moreover, meals left a lot to be desired as the portions were small and snack options were limited to asian shrimp crackers, plain crackers and banana bread. Cabin stewardess did a fine job, going through the motions of carrying on their duties, but there wasn't any personal touch or personality to their interactions. I'd fly Korean Air again if the price is less than better competitors.",experience onboard Korean was underwhelming
Korean Air,"Seoul to Sydney. I am a very nervous flier and I let the cabin crew know this. The first lady, who was showing customers to seats took this very seriously and was very welcoming and also checked up on me at the end and kindly wished me farewell.  This lady assigned staff to look after me during the flight, Moon was the loveliest, kindest air hostess I have ever met. She stayed with me during bouts of turbulence (without neglecting her other hostess duties to other customers) and checked on me throughout the flight. She also distracted me by chatting to me about my time in Korea and assuring me that we were safe, as well as bringing me water and comforting me. I would love to be able to recommend her and thank her for her amazing help. Thank you Moon!",thank her for her amazing help
Korean Air,"Paris to Seoul Incheon. First time flying in Korean Air business class with Prestige sleeper seats. The food was very good quality and the flight attendants were attentive and professional. I normally cannot sleep longer than 2 hours on a flight, but managed to get around 4-5 hours on the flight. The noise-cancelling headphones while not on par with Sony or Bose's top of the line models still worked well enough. IFE was good but not on par with Singapore Airlines or Emirates.",food was very good quality
Korean Air,"Seoul to Madrid. The flight crew provided professional and courteous service. I like flying on the Boeing 787 and it did not disappoint. The  economy food is never a great quality for any airline, but it was adequate. One thing I like with Korean Air is that flight attendants always try to meet your request and on this flight was no exception. The new economy seats and IFE screens were good. IFE movie and TV show selection could be more extensive. As majority of Koreans fly on Korean Air if they had more Korean movies and TV shows, Korean passengers would appreciate that.",IFE screens were good
Korean Air,"Sydney to Incheon. The flight crew provided professional and courteous service. One thing I like about A-330 plane is that seat configuration is 2-4-2 and my wife and I sat on the window side. The plane was clean and the seats were updated with 18.1 width and seat pitch better than other airlines. One area that is not as good as other airlines such as Singapore or Emirates is the IFE. The selection is still not as extensive as these top tier airlines. But, overall a good value travelling on long-distance flights to Europe. Good to note that as travel to Europe requires overnight stay in Incheon, Korean Air provides free hotel and food vouchers.",professional and courteous
Korean Air,"Rome Fiumicino to Seoul Incheon with Korean Air. Overall, a great flight. I rode this flight yesterday (July 8th flight). The ground service? Fantastic because I was in business and at 6pm the check-in counter was open and I could check in within 10 minutes even though our family had 5 baggages (1 baggage / member) because of the great customer assistance. Then, I headed to the lounge. Better than Korean Air's own lounge in ICN. Have pizza, pasta, etc. Great. 10 out of 10. Now, the flight. Everything was great except for the IFE Selection. It was worse than my December 2018 Shanghai Pudong flight. Another Con: No inflight wifi. But I would recommend this airline as always.",would recommend this airline as always
Korean Air,"Seoul to London. Pleasant in-flight attendants and good quality food. However, the seats are somewhat out of date and the airport check in staff, even in the Premium Check In Zone is very rude.",seats are somewhat out of date
Korean Air,"Seoul to Bangkok. Generally, staff at Korean Air are good, food is pretty tasty and the onboard entertainment is varied but unfortunately gets interrupted all the time in 3 different languages. Strangely for a technologically advanced nation, they fall down on their website and general technology. Their website in Korea accepts Korean or International cards. If you're an expatriate, your Korean card won't work and if you use an International card you're likely to be singled out for fraud because (quite rightly) the credit card company won't share information with a vendor. The process to overcome this is to type your entire credit card number into their system to unlock your booking. The option not to do this is unavailable and no mention is made of what happens to this very private data once it's been entered into their system. Additionally, the company air miles system regularly doesn't recognise you've flown with Korean Air and the claims system makes absolutely no sense so I'd be surprised if I ever manage to claim. It's hard to give them a great rating when it's so hard to book with them and they're overpriced because the whole economy here is one big monopoly, but I've increased my score because their staff are goods.",it's so hard to book with them
Korean Air,"Incheon to New York. I am a delta platinum medalion member so I am getting sky team elite plus status when I fly any skyteam. But quite a few Korean air staff are not aware of this. when I check in I'm eligible to use their business class counter but staff didn't know so I had to explain about this. Once they led me to morning calm counter (which belongs to their own membership system) and I'm not really morning calm member or anything. Yesterday when I was checking in, I knew I can check in three bags after checking allowance for sky team elite plus but they said I can check in only two bags then - when I ask them to double check they said I'm able to do so. It was very bothering experience every time I had to explain about their own  system? They even promote their strong alliance with Delta airline everywhere.",very bothering experience
Korean Air,"I was flying on business from Chicago to Korea. With the flight attendants its like they ask you a question and before you can answer, they’re already suggesting something else. Mind you, the flight wasn’t full so there’s no reason why they should rush. What really annoyed was when they started serving coffee and desert, they asked me if I wanted coffee or tea, instead I asked for water. To my dismay, the stewardess answered me don’t you have a bottled water provided for in your seat?  I told her, I was saving it for the longer part of the trip so I wouldn’t have to bother her! Aside from the very limited options Korean Air is just a piece of work. I wouldn’t recommend it to anyone.",wouldn’t recommend it
Korean Air,"Incheon to London Heathrow with Korean Air. Generally comfortable plane, given I'm 193cm. Felt I had just enough leg room. Food was good, with a choice between Korean and plainer options. Cabin staff attentive, polite and smiling throughout the flight. Was one of the best long-haul flights I've been on.",Cabin staff attentive
Korean Air,"Tokyo to Seoul. Check in is quick, seats are pretty good the only thing is that headphones and blankets are not available in the seats so you need to ask for some. The cabin crew are attentive but not so friendly, onboard meals are excellent but few movie options.",attentive but not so friendly
Korean Air,"San Francisco to Brisbane via Seoul. We love flying Korean Air, we try use it whenever we fly, the service and comfort and quality is outstanding and especially love the new windows that darken instead of the window screens. I only have one issue, since when did aircrafts allow heaters and for it to get so hot. My last couple of flights with Korean air, I became very faint because the air control is just way too hot! I had to fan myself and ask for cold drinks and if they can change the air temperature. I saw one man fanning himself too and a lady with an automatic fan hand held fan fanning herself. This makes the flight extremely uncomfortable and a little embarrassing when it’s such a long haul flight and your sitting in your own sweat because the temperature is too warm. This should be looked into as the aircraft provides blankets for people to use, so people should be able to use them right? I have walked off the aircraft today so uncomfortable and sweaty and quite faint throughout the flight which is a major concern for myself and others. Other than the heat it’s fabulous.",Other than the heat it’s fabulous
Korean Air,Sapporo to Phuket via Seoul. Horrendous problem solving by the Korean Air team. We were left to wait on on the plane for 3.5 hours due to engine failure and upon reaching Seoul they didn't come up with any viable solution to replace our missed Korean Air connecting flight! Their solution in the end is to downgrade us all  from our original business class seating to economy. Even though my husband and I paid a  Business class ticket we had upgraded our small children using points from a paid economy ticket to business tickets. So we have now lost half a day for extra travel time. Since they are now rerouting us via Hong Kong 2) Insulted by the KoreanAir team by their Lack of acknowledgement of their Screw up and Our right to proper seatings. Absolutely no proper compensation for our loss on Business class tickets and Morning Calm mileage points. It's most shocking and mind you we are traveling with our very patient but very exhausted 6 year old twins!,Horrendous problem solving
Korean Air,"Honolulu to Incheon. I recently had the most excellent crew on a flight KEO54 on February 10,  they were proactive and attentive throughout the flight, showing me to my seat, assisting with storing bags, bringing me drinks.",the most excellent crew
Korean Air,"Incheon to Auckland. I’m impressed with the way cabin crew serve me with veg meal when I told her that I’m a veggie. Crew was friendly, great food and for the service I would recommend the airline in future.",recommend the airline
Korean Air,"Los Angeles to Seoul. Within the first hour of the 13 hour flight I experienced a chemical smell that has caused a severe asthma attack. I am highly allergic to paint, smoke, toxic fumes from new carpet and strong chemical cleaning agents. I fly a lot and it is the first time experiencing an asthma attack of this magnitude.",highly allergic to paint
Korean Air,"Washington to Seoul. Worst international airline my wife and I have ever been on. We decided to choose Korean Air. I don't if it's only me but the seats feel smaller compare to other airline. The meals were okay, I would never give a bad review over the meals and seats size. Some staffs of the cabin crews were very unprofessional on handling there passenger, felt like they are talking down to their customer in economy class. Long story short, I do not recommend flying Korean Air, unless you have money for an upgrade.",Worst international airline
Korean Air,Seoul to Brisbane. I would like to comment on the high quality of service during the flight and especially mention one of the cabin crew who was most helpful (born professional) Thank you. Next trip with Korean air.,Next trip with Korean air
Korean Air,"San Francisco to Seoul. My experience with Korean Air surpassed my expectations! The crew of flight KE 026 were kind, helpful, and very attentive. I highly recommend Korean Air to anyone who wants to have a great flight!",highly recommend Korean Air
Korean Air,"Seoul to Ho Chi Minh City. This is the coldest airport staff that I have ever met. Anyway aside from attitude, I have been flying with different airlines and usually they will let me check in my luggage as long as it does not exceed the weight limits. It happens that I brought along 2 small luggages this time. They only let me check in 1 luggage which weights less than 6kg (my entitlement is 23kg) and advise have to pay for another one. I decided to hand carry the other luggage and ended up throwing away a few newly bought cosmetic as the airport guy does not let me bring to the plane. So I travelled all the way to Korea, pay for the goods and come back empty handed. Very good strategy the squeeze tourist money!",the coldest airport staff
Korean Air,"Seattle to Seoul. Refused to sell ticket for lap infant after they sold me ticket. Wouldn't refund transfer, nothing. Extremely rude, hung up on me, lied to me. Said I had to buy from Delta even though it was a Korean Air flight. Delta tried to help but couldn't. Lost out on my money for flight from Anchorage to Mongolia and back. Tried to fly and solve things in person. Alaska Airlines let me fly with my baby but Korean air refused to even talk to me. Threatened to call security. They also closed the gate early and turned people away. I suspect that it was overbooked but they refused to say. Claimed our connecting flight was too late and blamed Alaskan Air.",refused to even talk to me
Korean Air,"Seoul to Kuala Lumpur. New aircraft but hardware was very dated. Seat is true-flat but not comfortable. In partially reclined position it provides no armrests. Tray table is unsupported and slants when the when the food tray is placed on it. A laptop will gradually slide off unless constantly repositioned. Window seats in the upper deck are more spacious than aisles which are constricted by walls and offer zero storage space accessible from the seat. The partition between seats is just plain awkward. Barely enough space to balance a drink precariously without deploying the slanted table. Pillow and blanket are economy standard, and not appropriate for overnight flights. IFE is substandard with few choices. Service is mediocre, hampered by poor English. Attendants have their rote routine but cannot cope with anything spontaneous like a change of wine with main course, water refills out of the designated timeframe, or drinks outside of regular service times.They are very polite but this does not translate into effective service. Ground staff at the Prestige check-in desk lack even this basic politeness, again, possibly because of a lack of linguistic skills in English. Wine selection is excellent but food is quite simply the worst I've had in a premium cabin of a full service carrier.",hardware was very dated
Korean Air,"Seoul to Toronto. The staff is efficient, fast and friendly. The food is excellent.  Korean air is my favorite one. Even the boarding is amazing.",staff is efficient
Korean Air,"Seats were very nice and comfortable. Flight Attendants were very standoffish and didn't seem warm or happy with their jobs. Smiles were forced. I asked for the steak on the menu and was later told that there is no steak and I was offered seafood. I said I didn't want seafood and was given a steak, oh well. Very sterile service and nothing like Philippine Airlines, which is outstanding. Service did compare with Delta Air Lines, who I took on the last leg of my trip. I think Korean Air is overrated.",Very sterile service
Korean Air,"Los Angeles to Manila via Seoul. The check in process was seamless. I got the window seat that I wanted. The service provided by the crew was great. My 13-hour flight from LAX to ICN was so smooth that I got to sleep during the flight. The leg room was spacious which is very important for a long flight like this. The food was also delicious. Most Importantly, Korean Air allowed me to change my flight schedule without any fees. I had an awful experience with another airline when I tried to change my flight schedule but Korean Air did it without any hassle. I will definitely fly again with Korean Air.",The leg room was spacious
Korean Air,Really lovely team at Okayama who were so helpful and are a real credit to Korean Air. Thank you so much for all your help during our visit and in helping to sort out my luggage. The team were really kind and went beyond the call of duty.,team were really kind
Korean Air,"I had booked on Korean Air on 14th October 2018 to fly from Los Angeles to Seoul and Seoul to Singapore with my family. I had web checked-in inside the airport at 2pm for 11.30pm flight and was shocked to see that the seats were allotted in separate 4 different places. Then, I tried to find three seats together and one seat in between another passenger. Don't they have some common sense that how can I make my two kids sit separately and my wife separately for 20 hours journey. So, immediately I had asked the staff at 8pm once boarding pass was started. She simply replied that she cannot give 4 seats together. Then, I contacted the manager, and I requested him at least speak to the passenger to shift the seat to the next seat. He did not even have the courtesy to try and speak to the passenger. He bluntly refused without an attempt. Then, I spoke to the passenger in between my seats and he immediately accepted to change his seats.",make my two kids sit separately
Korean Air,"My wife and I went to Incheon International Airport to do our check in, with more than 3 hours in advance and surprisingly, the gentleman on the counter told us that the only chance to seat together is on the middle seats on the combination 2-4-2. We asked how is that possible and he told us that most of the seats are reserved by travel agencies for honeymooners, then, they do seat separate? He said he cannot do anything. We looked for customer service from Korean Air on the new Terminal 2 but they don't have. Information told us to call to their call center. While waiting in from of the boarding gate, another couple were taking about they face same issue but they call their travel agency and after some complains Korean Air gave to then seats together. Lucky them! Once on board service was friendly, until on the second part of the flight, the route is Seoul-Colombo-Male, I asked one of the cabin crew if it is possible to get some instant noodles, he went to check and he said sorry we don't have, then my wife asked another cabin crew in Korean and she said sorry we don't serve on the second part of the flight because the flight is shorter. Excuse me, I am flying all the way from Seoul and you telling me I can have only on the first part of the trip even though you have it on the plane. Thank you Korean Air for the bad customer service.",the bad customer service
Korean Air,"Denpasar to Dallas Ft Worth via Seoul. Absolutely, without a doubt the worst flight that I have experienced in the last 20 years. I am a pretty frequent flyer, and used to be a private pilot, so I make quite a few concessions as a customer for those reasons. Seat pitch was abysmal. I pretty much spent seven hours with my knees around my shoulders (I'm 6'4 tall) ended up getting the worst leg cramps because the seat-belt like was on for most of the flight, and we were told not to leave our seats. Plane was like a sauna. Really old A330 with no air vents available. It's bad enough doing long haul without having so sweat and then smell because of excessive heat and humidity as well. Cabin crew: This was unbelievable - a seven hour flight, in a hot aircraft, and the cabin crew sat down the back of the aircraft chatting away. Did not even serve any drinks, even a glass of OJ would have made me feel better. They finally decided to serve food and drinks five hours into a seven hour flight. How they get a rating of 8 out of 10 is beyond me.",worst flight I have experienced
Korean Air,"Taipei to San Francisco via Seoul Incheon. Very friendly crew, enjoyed my flight even with some delay at Incheon airport due to bad weather. The crew asked the passenger in the front to keep the chair straight during meals, which was very nice because when passengers ask each other, it doesn’t always work well. Will definitely travel with Korean Air again!",travel with Korean Air again
Korean Air,"Auckland to Seoul. I found a lot of the business class service systems of Korean Air quite odd; whilst the crew were polite and responsive, they are working within a set system that means their business class product is sub-par. For example, your menu - which includes the wine list - is taken off you immediately after departure, so you cannot refer back to it. This makes ordering wine particularly difficult. Another thing is that if you order the Korean meal options, then you are deprived of the additional food - such as a soup starter, and bread - that people ordering Western meal options receive. They are not even offered, and as a result, I was starving after my small bowl of rice porridge; I've never been left hungry after a meal, even in Economy class. There was no indication of what snacks were on offer; luckily I was sitting next to a frequent flier and he kept ordering interesting snacks and so I followed suit. On a 12 hour, day-time flight, during which two meals were served, there were only two 'drink runs' by the crew - and they were both during the second meal service. I had to constantly request a drink, and at one stage even went to the galley to see what types of wine were available. I really didn't like this approach to service; I much rather have the drinks offered, rather than have to proactively request for them. However, this seems to be the way they do things - you won't be offered anything beyond the bare minimum, but staff are happy to respond if you do request things. The IFE was poor - a very limited selection of main-stream movies, and little in the way of reading materials. The seat was comfortable, and the cabin was spotless - including the toilets which were regularly cleaned. So whilst the hard product was good, and the service was polite and efficient, I really felt it was a 'bare bones' service culture and therefore, I did not feel pampered or spoilt, as I usually do in Business class. It really felt they were trying to minimise costs by keeping the food and drink away from the public eye.",business class product is sub-par
Korean Air,Manila to Los Angeles via Seoul. Our problem started when an aircraft had an emergency in manila and we missed our connecting flight in Seoul to LAX. Korean Air staff did not bother to pull some strings to assist us in making the flight. We even did not have our own check in as business class!! Korean Air  are on top of the worst customer service I have ever encountered.,worst customer service
Korean Air,"Manila to New York via Seoul. I am very disappointed with Korean Air. I am traveling with four kids ages 10 months, 5yrs, 10 yrs and 14yrs. Our flight from Manila to Korea got delayed which caused us to miss our connecting flight to New York. I spoke 4 times with their customer service to try and arrange a flight for my family and they are not accommodating at all. The best answer they can give me is go to the airport and talk to the desk and try to schedule a flight there cause they have more access. I explained to them that I have 8 luggage's and 4 kids which will make it very difficult to do that without a confirmed flight. I got so tired of begging and explaining to them the situation so I finally gave in and took a flight with a 10 hour lay over. The worst part of it all is I did not even ask for a hotel room. I just asked to be allowed to stay in the Korean Air lounge so that my kids can at least rest but they did not even give me that. My family and I travel every year and with this experience I highly doubt that Korean air will be on our list of Airlines choice. I don't agree with the saying customer are always right but I should not have to keep begging and explaining my situation with traveling with four kids.",I am very disappointed
Korean Air,"Manila to Toronto via Seoul Incheon. I like the foods on board, the service and entertainment. Also the amenities on board.",like the foods on board
